record_id,source,brand,rating,delay_type,delay_type_evidence,full_text
0817d3ec04b734c8581c,hackernews,UPS,,unspecified_delay,,"IMO, one way to retain the power user crowd is to do the hard parts that they might have skipped themselves. For a couple examples: - after selecting your observability apps, every _other_ app could automatically configure centralized logging, its own dashboard of metrics, etc - the host OS could ask the user simply for the backup destination (S3 url creds, attached local disk, SMB share, etc) and every app is again automatically configured with backups - the host could have a control panel to roll back apps between versions (maybe it's FS snapshots or something) - everyone can use containers, but if the project went through the extra effort to make each app its own VM instead, that could be worth something - if there was a companion Android/iOS app for management and (importantly) alerting? --- That doesn't really solve the monetization issue you described, but I do think you can still get powerusers on board if you handle even harder problems than they'd want to take on themselves. Or...harder problems than they'd risk taking on themselves if their family uses what's being hosted, for example. Less tolerance for downtime Edit: formatting"
afa4d7cef7c00a623107,google_play,Zepto,1.0,unspecified_delay,,"Today I ordered a few products with Tata Sampann Masoor dal. they Delivered satyam Masoor dal which I didn't order. The refund happened after I complained on Zepto but the Refund came as Zepto which is illegal because cash now is not used to me until I again order through Zepto. I am now going to complain in the consumer court and to FSSAI. they are also having bots to irritate us, no proper consumer support"
f982057c47d7f168f6f3,google_play,Uber Eats,2.0,unspecified_delay,,okay in a pinch but missing a lot of locations. even for restraunts they have ghe further away option but not the closer option. support told me it was because the location down the road didnt have my coffee so I didnt order and my partner picked it up from the location that quote end quote didnt have it. so idk but im not paying for farther away when the one down the street has what I want
c084b42b43c08a9fef64,google_play,DoorDash,2.0,unspecified_delay,,doordasher completely stole my order. they're picked up photo they have their finger covering up the entire photo. the delivery photo is just the side of their car looking at my neighbor's house and their driveway. my neighbors weren't even home I walk over there the doordash is already gone and what I ordered isn't there either. so I go through is there a whole apt to try and get it refunded even calling customer service the order was over $20 they refunded $1.96 and hung up
33506aedd1343f34cbb0,google_play,Amazon,1.0,unspecified_delay,,kept taking my money four month after cancelation. greedy leeches
6efe2501d4515e214981,google_play,Lyft,1.0,cancelled,canceled,literally had a scheduled pick up the driver passed me canceled the ride now im late for work at the bus stop you get what you paid for go Uber don't stress your self out with these bad service no personality having drivers as of September 6 2026 im never using Lyft again delete
58eec46f16baec737aab,google_play,Jio,1.0,outage,not working,app is showing glitch everytime how I will pay for my fibre connection it's not working showing glitch everytime after uninstalling app several times
3415afac1b928e26bdae,google_play,Amazon,2.0,late_delivery,late,"1. I got banned from leaving reviews permanently with no explanation, and no discernible reason. I didn't break any of the rules. 2. Amazon keeps losing my packages or delivering them late. They seem to get lost when Amazon hands them over to another carrier and suddenly *poof* the tracking disappears. Absolutely frustrating/exhausting as someone who uses 2 day delivery and finds it *extremely* unreliable"
211abe764831f88cb817,google_play,Swiggy,1.0,long_wait,14 minutes” for almost half an hour now. We have tried conta,"Very disappointing experience with Swiggy. We placed an order and have been waiting for more than an hour. The delivery partner is not responding to calls, and the app has been showing “14 minutes” for almost half an hour now. We have tried contacting the delivery partner multiple times, but there has been no proper response or update. If there is a delay, customers should at least be informed properly instead of being left waiting with no communication"
1ae2a2553783080e3250,google_play,Amazon,1.0,late_delivery,delayed,Nothing ever arrives on time. Constantly pay extra for fast shipping only for it to be delayed. Customer support is a joke. This app is basically a scam
b0de8fede4bd2caf8a40,google_play,Instacart,2.0,unspecified_delay,,"A little expensive, but makes sense to pay for convenience. Main complaint is that i cannot remove ""Leave at my door if I am not around"" - I live downtown and it will be stolen immediately. Another complaint is that things are out of stock all the time, and you dont find out until the shopper cant find it. Then, if you arent watching your phone to refuse, they will often choose random replacements that you are then stuck with"
ea38158a07719265777a,google_play,Swiggy,1.0,unspecified_delay,,"I ordered food over an hour ago, and I'm only receiving AI chat responses. I haven't been connected to a human agent at all till I had to wait extra 30 mins. This has been a terrible customer service experience.deleted the app can't trust Swiggy anymore"
65ab95e6633ce9b95435,google_play,Amazon IN,1.0,never_arrived,not deliver,i order a toy and paid for it too but was not delivered and it happened to me 2-3 times
77e2290628022868eb73,google_play,Uber,1.0,unspecified_delay,,Horrible company..I wasnt aware that I have been getting charged monthly for a Uber One service and I haven't used Uber in almost a year. I cannot reach a human at all as theres layers of Ai bots even pretending to be human (Ashad). So I cant be refunded money that they've been stealing from me. I'll be lawyering up from here on
57edf9e9063de8ed4fc9,google_play,Airtel,1.0,late_delivery,slow,Worst UI slow af it doesn't show you what you want to see only the expensive ones I wish I could give it 0 stars
203717f514e1cbb9b4f4,google_play,Swiggy,1.0,late_delivery,late,worst app. they will do late in delivering if we give complaint their response will not be n good
67ec60bf4cdf56b58eb8,google_play,Myntra,1.0,never_arrived,not deliver,worst delivery application experience nowadays in myntra my product was not deliver after confirmation of 10 to 12 days they are not responding also worst experience
561ff0870bf282b85100,google_play,bigbasket,1.0,unspecified_delay,,"Absolute worst customer service, they do not reply in emails. Keep on transferring the support to call back team unable to connect.. Payment fails from their side(money will deduct but the payment failed according to them). My issue was regarding that only they specifically verified saying yes payment failed and amount will be refunded while after few days they state the payment was success, but now i have already paid twice. Edit: i have already mailed and wanted to sort this in email(not call)"
0d89bda12ed493453710,google_play,Meesho,1.0,cancelled,cancelled,"Extremely disappointed with Meesho’s return service. My order was delivered on 20 August and the return was raised the same day. Pickup was promised by 23 August, but nobody came. The request was cancelled and re-raised multiple times, with repeated false assurances. It was cancelled again on 1 September. Today is 11 September and pickup is STILL pending.I have also emailed Meesho, but there is still no resolution. Very poor customer service and an extremely frustrating experience. worst bot ans"
1f3c9226baa160fb4c93,google_play,Rapido,2.0,unspecified_delay,,"I would like to share feedback about my recent Rapido experience. Short-distance rides of around 3–4 km, usually ₹30–₹50, are often difficult to get confirmed. Even after booking 3–4 times, drivers may not accept the ride, resulting in long waiting times. The issue is more noticeable when travelling to outer areas or markets. I understand drivers have practical considerations, but better availability and incentives for short trips could improve the experience. I hope Rapido looks into this"
da819beb20172a124eb3,google_play,Meesho,1.0,cancelled,cancellation,"very bad app I prefer you to don't download and order on this app I ordered 5 or 6 kurtis and mujhe 2 or 3 kurtis pasand aai to maine baki ki kurtis return krdi is karan mera account block kr diya. to maine customer care pr contact Kiya to vo keh rhe h ki high return, cancellation and exchange ke karan apka account block kr diya aur ab vo kabhi khulega hi nhi . MERI RECOMMENDATION YE RAHEGI KI BOHOT BEKAAR APP H !"
722635b66538d31883f9,google_play,Amazon IN,1.0,cancelled,cancellation,"services are getting worst, some oder taking weeks instead of delivery date. very bad service. after cancellation refund is taking long time"
88a7ba904403e1f28611,google_play,Zomato,1.0,never_arrived,not deliver,"when delivery partners create problems like not delivering at doorstep or not delivering clean packages, zomato refuses to refund the amount. due to this I order from zomato only when it is unavoidable. otherwise I avoid zomato. also, item prices are pretty high on zomato. inspite of that, their service is not very good"
cb0579ed17eb3a04a94c,google_play,Meesho,1.0,cancelled,cancel,Na Product delivery time Par na costumer satisfaction customer care se or chet Krna costumer se product ko COD mai batana or badh mai order placed COD product ko cancel karna bina costumer ko inform kiye or costumer care par call karo to ye bola jaata hai sh par to COD tha ho nahi why aisa kyu jab COD tha hi nahi product par to order place se phele kyu. nahi update Kiya app mai so please request to all of you Mason per se order na kijiye
28ef1d46e58539207e0b,google_play,bigbasket,1.0,unspecified_delay,,I have recently purchased one product while i was on travel and it was a defective product which is manufactured 2 years back and was open as well. The delivery was not having any proper validation such as OTP where customer accepts the product. The delivery person just kept the product and left without bothering. And i am stuck in your helpline calls while my money is stuck with you. I was now at 9.30 pm informed that the product will be collected and get refunded. Please make sure you close
a792297d939ff3fddfb9,google_play,Swiggy,1.0,unspecified_delay,,"Its okay for Grocery but for food, i have been scammed twice, quality of food is worst and sometimes item is missing"
0d2e302cbd307818fb84,google_play,DoorDash,1.0,unspecified_delay,,Dasher delivers to wrong house. After 1 hour with support and Dasher ghosting me they could not replace order or issue refund. NEVER using again. Supervisor said they are not liable to help and are not responsible for damages. Now I have to go through the trouble of disputing the charge through my bank. Screw this ap
c0fa9532dbfb7c239352,google_play,Rapido,1.0,late_delivery,late,very very late pickup
e765804fb08eb43e88a4,google_play,SHEIN,2.0,late_delivery,late,I wanted to wear the clothes to my grandma's funeral but the came late after burial 😪😪😪
81085b54e9e95b7dacd8,google_play,SHEIN,4.0,late_delivery,late,last time shipping was late let's see how this works now
8460d042fa2fb4c5484d,google_play,Swiggy,1.0,late_delivery,late,worst app late delivery even doesn't delivery
6bed993aeaf9f09ca160,google_play,Rapido,4.0,late_delivery,late,"everything is ok but sometime you getting late to pick up my trip and many times you charge more money from me ,, so please improve this things thank you ❤️"
d42357b6cc1bed7b24bb,google_play,Rapido,5.0,cancelled,cancelled,all most never the rides got cancelled so far
f4c1fed5adee1c7f558e,news,,,cancelled,canceled,"Over 1,238 flights delayed, 53 canceled amid widespread U.S. travel disruptions - PennLive.com. Over 1,238 flights delayed, 53 canceled amid widespread U.S. travel disruptions PennLive.com"
e2d835c9f5da3cf51483,google_play,Meesho,1.0,unspecified_delay,,very good👍 but I have been missing you
dc926dd6f774bc91fef6,google_play,Blinkit,1.0,late_delivery,late,late ata ha order or rider nahi late ha bahi nahi karana order bahi koi bhi mat karna instil mat karna
26cc314cde0c2716b971,google_play,Temu,5.0,unspecified_delay,,best app I have ever seen I give it five star because. they do refund once you can't get you orders. I love this app
851f5fc5912f34193241,google_play,Flipkart,1.0,outage,not working,"why is this app not working or opening on my phone all of sudden, it's working on everyone else and no its not network issue .i have even uninstalled and re installed. i tried my number on another phone and it works but it's not opening on my phone neither in chrome saying something went wrong fix it"
1cbda7e2e69c21694554,google_play,Rapido,1.0,cancelled,cancel,rapido price Note ka came in time if I wait for coming rapido then rapido cancel the ride in my opinion this app is very bad for a middle class family and his two expensive for a local tempo or auto
d97170119d915dc43221,google_play,Meesho,5.0,cancelled,cancelled,order automatically cancelled
8c3184543bb813300de0,google_play,Myntra,1.0,long_wait,48 hours wait kijiye.🤡 48 hours late,"Myntra ka exchange process is basically a Netflix series with no ending 😂 I got a product with a missing seal tag now I can't exchange that product 🤷 Customer care par itne transfers aur waiting kar chuki hoon ki product se zyada Myntra ke IVR ko jaanti hoon. Size 8 chahiye tha → Myntra: “Sure, size 4!” Phir: Oops, size 7! Me: SIZE 8 PLEASE! 😭 Myntra: Technical issue hai, 48 hours wait kijiye.🤡 48 hours later: Same story, new episode. Myntra bas ab refund kardo"
c7bc929d15b132cfa29b,google_play,Uber Eats,1.0,missing_items,missing item,"Extremely disappointing and frustrating experience. I ordered 6 items and only 2 arrived. The bag was labelled “2 of 2”, yet only one bag was delivered. Customer Support refused to send the missing items and told me to reorder and pay another delivery fee. I spent a huge amount of time repeatedly explaining the same issue, with no real solution. I’m trying Uber One, and this experience makes me question why I would pay for it. I expect Uber to properly address this. WORST CUSTOMER SERVICE EVER!"
12c63798cfb247f55254,google_play,Ola,1.0,cancelled,cancelled,very bad experience with Ola now many times I cancelled the ride due to delay. can't trust this app also I don't recommend to anyone to use this app. use local Auto to reach your destination. Now also ola added a new trick of pre ride tip which is a misleading impression that extra money is required to secure a cab or get faster confirmation. which is unfair
3d8f453f611b41eb369b,google_play,Uber,1.0,support_delay,No reply,"I could've given 0 if i could. first of all zero customer service.I was ignored,No reply. what happened was i requested ride at 6:20 in morning. The driver took a detour as there was a blockage. he asked if I'm late, I said it's alright, i need to reach there at 7 anyways. then somehow he ended up on same blockage AGAIN. Then he took detour again! Naturally what was 5 min ride turned into 30 min ride. I reached there at 6:55. My fare went from 13 to 25! like i did not ask for those detours"
9c4e7f11d16d67e2f895,google_play,Swiggy,1.0,unspecified_delay,,"I ordered food at 11:38 pm, it's been over an hour and I still haven't received the food. I called the delivery boy and he didn't say anything. It's very strange to be scammed like this.Actually, I made the payment in advance, so they have no problem with it.It says 11:50 and the food will arrive in 10 minutes, but 1 hour has passed, it's a shame to see them scamming like this"
7eccc8ab602e37c4cb17,google_play,Flipkart,1.0,late_delivery,delays,one of the best delivery delays dates changing worest orders and products
be53ec6223453e9f1609,google_play,DoorDash,1.0,cancelled,cancel,i give a good tip and i still cant get a dasher after an hour. dont even get my full moneys worth back if i cancel the order
1c29f1f73359285dd930,google_play,Flipkart,1.0,refund_delay,no refund,it's a. scam bro no refund you get refund has expired date in flipkart
fe9aaff372383a467a4f,google_play,SHEIN,3.0,never_arrived,did not arrive,did not arrive on time
ac120fd0706a11f2b383,google_play,Just Eat,1.0,missing_items,missing item,"horrific, please don't download and read first They have no ability to complain, no email address and no complaints section in the app. You cannot review places if you're order is cancelled, even if you have waited 2.5 hours. I have had multiple orders with cold food or no items and there has never been money back (photo were provided). They have in their discretion to give money for missing items. The reviews are falsely inflated and delivery time wrong reduced. DO NOT USE"
ba9090c317d7546e9174,google_play,Blinkit,1.0,outage,not working,Aap is not working
5bf42fedc4225681eba7,google_play,Flipkart,1.0,unspecified_delay,,"Flipkart does fraud, do not use it for online shopping. As I will tell you about a scam, if you make payment for the order online, then if you return the order, then instead of your refund money coming to the bank, it will be deposited in the Flipkart wallet, which you can use only for Flipkart shopping and you will not be able to use your money anywhere else. In spite of giving your bank account or UPI ID, this money will be deposited in the Flipkart wallet only, so that you will not be able"
2c8ee9a23770469725c5,google_play,Zepto,1.0,unspecified_delay,,"zepto is deteriorating day by day. when it first established I was it's admirer due to fresh and clean products delivered on time. But now the products are either missing, expired, torn, damaged or very very dirty. Earlier the customer care had Live Agents that resolve issue one to one But Now there are no Live agents and any problem is asked to send emails. Once you email them they play email email with you saying the same things. Now i am convinced that Zepto considers their customers as fools"
6c7f86e83056ff094478,google_play,Amazon IN,1.0,unspecified_delay,,"I booked an order on July 26th, but I haven't received the item yet. It shows as delivered on August 3rd, 2026. When I called customer care, they said that your money will be refunded to your account within five days. Still haven't received any refund, I haven't even received the item, they are very careless"
