post_id,column,rule,old_value,new_value
wea190iuml27,*row*,drop_exact_duplicate,raw line 4940,removed
69lh0vkix739,*row*,drop_exact_duplicate,raw line 4950,removed
xn5mnjly8xyb,*row*,drop_exact_duplicate,raw line 4954,removed
tnupxexi8ddo,*row*,drop_exact_duplicate,raw line 4981,removed
zo5fj93fr8hv,*row*,drop_exact_duplicate,raw line 4990,removed
sfcwvqz9nesa,*row*,drop_exact_duplicate,raw line 5048,removed
18872bs3czdy,*row*,drop_exact_duplicate,raw line 5056,removed
0cuss3rzdxb5,*row*,drop_exact_duplicate,raw line 5106,removed
q6ahaj4930id,*row*,drop_exact_duplicate,raw line 5208,removed
7t0uq8e11ixk,*row*,drop_exact_duplicate,raw line 5231,removed
ril6xl0uc850,*row*,drop_exact_duplicate,raw line 5237,removed
s2k06t056y87,*row*,drop_exact_duplicate,raw line 5247,removed
ydr82y2jrd1v,*row*,drop_exact_duplicate,raw line 5248,removed
w1f3x7uhpot6,*row*,drop_exact_duplicate,raw line 5278,removed
rg1sd35z34e5,*row*,drop_exact_duplicate,raw line 5299,removed
li8xxql7krck,*row*,drop_exact_duplicate,raw line 5319,removed
rofla6yrils1,*row*,drop_exact_duplicate,raw line 5344,removed
92fowlc9kg7f,*row*,drop_exact_duplicate,raw line 5387,removed
6v5kdqqsj4pn,*row*,drop_exact_duplicate,raw line 5413,removed
2r1k9opcv2z7,*row*,drop_exact_duplicate,raw line 5470,removed
ktfy4e4o0pnd,*row*,drop_exact_duplicate,raw line 5484,removed
k5l67uj9wv2t,*row*,drop_exact_duplicate,raw line 5497,removed
ipwkzzpnfi6n,*row*,drop_exact_duplicate,raw line 5506,removed
e3d0hxrippe2,*row*,drop_exact_duplicate,raw line 5571,removed
0mapauo0tn7v,*row*,drop_exact_duplicate,raw line 5610,removed
03qci0ig2dz1,*row*,drop_exact_duplicate,raw line 5673,removed
pr0m8cehgy4n,*row*,drop_exact_duplicate,raw line 5725,removed
ivi7l6pm8yym,*row*,drop_exact_duplicate,raw line 5754,removed
ljgpy25g2naf,*row*,drop_exact_duplicate,raw line 5758,removed
21ywk8mnobub,*row*,drop_exact_duplicate,raw line 5822,removed
vspm3naqhklx,*row*,drop_exact_duplicate,raw line 5859,removed
17bvmftu6de0,*row*,drop_exact_duplicate,raw line 5860,removed
kguwxh3hbzlh,*row*,drop_exact_duplicate,raw line 5862,removed
8zxupdjap0jz,*row*,drop_exact_duplicate,raw line 5938,removed
u3rtix0covh9,*row*,drop_exact_duplicate,raw line 5967,removed
4ts53w0waqnq,*row*,drop_exact_duplicate,raw line 5994,removed
6hpfhm8o187m,*row*,drop_exact_duplicate,raw line 6033,removed
rmj3ifuod83q,*row*,drop_exact_duplicate,raw line 6039,removed
guq2u7i0at74,*row*,drop_exact_duplicate,raw line 6055,removed
s98oj0hhzjvk,*row*,drop_exact_duplicate,raw line 6071,removed
mug7yo2ud7xi,*row*,drop_exact_duplicate,raw line 6091,removed
oczb33uckowv,*row*,drop_exact_duplicate,raw line 6181,removed
q0ehux8whokc,*row*,drop_exact_duplicate,raw line 6182,removed
8uw8iw40l7wk,*row*,drop_exact_duplicate,raw line 6338,removed
4wd1h4emn5un,*row*,drop_exact_duplicate,raw line 6393,removed
je3gbdofy4kz,*row*,drop_exact_duplicate,raw line 6481,removed
2u0bl8oma4wq,*row*,drop_exact_duplicate,raw line 6496,removed
sohx1tia2np4,*row*,drop_exact_duplicate,raw line 6507,removed
tr10ewmcefjc,*row*,drop_exact_duplicate,raw line 6508,removed
6d7veh0ox4yt,*row*,drop_exact_duplicate,raw line 6523,removed
mna98aklcqwt,*row*,drop_exact_duplicate,raw line 6538,removed
qlbp7kng1pt8,*row*,drop_exact_duplicate,raw line 6560,removed
849vopmpaov5,*row*,drop_exact_duplicate,raw line 6589,removed
mqmmz95ljy52,*row*,drop_exact_duplicate,raw line 6600,removed
4fgbp1fc2w0z,*row*,drop_exact_duplicate,raw line 6783,removed
av090ax331oi,*row*,drop_exact_duplicate,raw line 6787,removed
eim24030k7ta,*row*,drop_exact_duplicate,raw line 6806,removed
jr269iy8ecsq,*row*,drop_exact_duplicate,raw line 6812,removed
jrl0wr5oj54r,*row*,drop_exact_duplicate,raw line 6838,removed
ivvqdgqynwgk,*row*,drop_exact_duplicate,raw line 6839,removed
xuea5oic04nn,*row*,drop_exact_duplicate,raw line 6874,removed
yk4oevhb9y2n,*row*,drop_exact_duplicate,raw line 6893,removed
ab6imgdyv3i5,*row*,drop_exact_duplicate,raw line 6897,removed
o1arvkohjep3,*row*,drop_exact_duplicate,raw line 6949,removed
tguzbmhap8cu,*row*,drop_exact_duplicate,raw line 6958,removed
uc4a0dlv6uho,*row*,drop_exact_duplicate,raw line 7067,removed
murffcnyoanw,*row*,drop_exact_duplicate,raw line 7095,removed
nuocvs3roya3,*row*,drop_exact_duplicate,raw line 7097,removed
vxdy6a8m9u0y,*row*,drop_exact_duplicate,raw line 7129,removed
34zndykjt41q,*row*,drop_exact_duplicate,raw line 7190,removed
4xi9d8eefpd3,*row*,drop_exact_duplicate,raw line 7274,removed
q47n7qthd9e3,*row*,drop_exact_duplicate,raw line 7332,removed
fio9lctp624f,*row*,drop_exact_duplicate,raw line 7367,removed
ut2ap82duhyo,*row*,drop_exact_duplicate,raw line 7371,removed
sy0icp4m2ify,*row*,drop_exact_duplicate,raw line 7381,removed
0zzp4ceqp99e,*row*,drop_exact_duplicate,raw line 7428,removed
j5govn3s1g5q,*row*,drop_exact_duplicate,raw line 7457,removed
alvy9hopd9o4,*row*,drop_exact_duplicate,raw line 7477,removed
r7n3gzy9wtfo,*row*,drop_exact_duplicate,raw line 7481,removed
rcmyny87jjcm,*row*,drop_exact_duplicate,raw line 7486,removed
l0fcmcrcausv,*row*,drop_exact_duplicate,raw line 7487,removed
vcx4pccxtll6,*row*,drop_exact_duplicate,raw line 7502,removed
fvdm9hvbrenj,*row*,drop_exact_duplicate,raw line 7518,removed
v3q8wgq6f29o,*row*,drop_exact_duplicate,raw line 7548,removed
9gw6owz1g156,*row*,drop_exact_duplicate,raw line 7586,removed
1chpi4mcwead,*row*,drop_exact_duplicate,raw line 7603,removed
yrl51ghd8hxd,*row*,drop_exact_duplicate,raw line 7630,removed
7n6xitn97gsd,*row*,drop_exact_duplicate,raw line 7661,removed
roi2q0runsc8,*row*,drop_exact_duplicate,raw line 7728,removed
asqfroli5y0s,*row*,drop_exact_duplicate,raw line 7759,removed
1kinb2h555gn,*row*,drop_exact_duplicate,raw line 7760,removed
1cdxs12q529e,*row*,drop_exact_duplicate,raw line 7768,removed
guocl6ixt9n6,*row*,drop_exact_duplicate,raw line 7771,removed
gugw4ni537sa,*row*,drop_exact_duplicate,raw line 7795,removed
pmqa0ajj8qyt,*row*,drop_exact_duplicate,raw line 7805,removed
9c9qyl9kee04,*row*,drop_exact_duplicate,raw line 7817,removed
3c8dsiy5b95f,*row*,drop_exact_duplicate,raw line 7831,removed
hjz01huo1dis,*row*,drop_exact_duplicate,raw line 7877,removed
38tm1xfxxsdi,*row*,drop_exact_duplicate,raw line 7941,removed
g4rzbm0uef7m,*row*,drop_exact_duplicate,raw line 7975,removed
xix31dtvbkcb,*row*,drop_exact_duplicate,raw line 7979,removed
utkzs6e0k0pe,*row*,drop_exact_duplicate,raw line 8006,removed
3nkhrmz654j2,*row*,drop_exact_duplicate,raw line 8019,removed
boddql2d1654,*row*,drop_exact_duplicate,raw line 8040,removed
hpxk6gsr730j,*row*,drop_exact_duplicate,raw line 8072,removed
p4tnzgplrg6h,*row*,drop_exact_duplicate,raw line 8156,removed
9bpl7p6uzp27,*row*,drop_exact_duplicate,raw line 8164,removed
iprzucsxrmla,*row*,drop_exact_duplicate,raw line 8178,removed
ovb2diog8q0y,*row*,drop_exact_duplicate,raw line 8208,removed
t4hexc62sj4u,*row*,drop_exact_duplicate,raw line 8244,removed
vcwx8mc9gobk,*row*,drop_exact_duplicate,raw line 8282,removed
fajtbqscwrpa,*row*,drop_exact_duplicate,raw line 8291,removed
6bykwhimz6as,*row*,drop_exact_duplicate,raw line 8319,removed
roj0kkjfpsr4,*row*,drop_exact_duplicate,raw line 8320,removed
rbg323v4akze,*row*,drop_exact_duplicate,raw line 8337,removed
616h4iv59snl,*row*,drop_exact_duplicate,raw line 8343,removed
urexh2g7u96k,*row*,drop_exact_duplicate,raw line 8348,removed
pss2puig0bja,*row*,drop_exact_duplicate,raw line 8413,removed
ubbluiosuftl,*row*,drop_exact_duplicate,raw line 8444,removed
5a4wiku6j8nf,*row*,drop_exact_duplicate,raw line 8461,removed
vys7pghwg8gc,*row*,drop_exact_duplicate,raw line 8475,removed
ajzrensvmuqq,*row*,drop_exact_duplicate,raw line 8493,removed
s0z28ami6gub,*row*,drop_exact_duplicate,raw line 8517,removed
8qx0tmt573up,*row*,drop_exact_duplicate,raw line 8536,removed
1ddxolj69ite,*row*,drop_exact_duplicate,raw line 8537,removed
4fgbp1fc2w0z,*row*,drop_exact_duplicate,raw line 8542,removed
l9ujt601siwz,*row*,drop_exact_duplicate,raw line 8553,removed
dli7j93y9tot,*row*,drop_exact_duplicate,raw line 8599,removed
i6io9jo0vpxa,*row*,drop_exact_duplicate,raw line 8602,removed
wzvhls8iee82,*row*,drop_exact_duplicate,raw line 8607,removed
umbbzvfonbto,*row*,drop_exact_duplicate,raw line 8621,removed
fj99pxtrgy50,*row*,drop_exact_duplicate,raw line 8648,removed
yiatnqhq9h2z,*row*,drop_exact_duplicate,raw line 8699,removed
ns0kg9mbioje,*row*,drop_exact_duplicate,raw line 8721,removed
i1xehl0hlhwi,*row*,drop_exact_duplicate,raw line 8742,removed
nt6ksezyikjc,*row*,drop_exact_duplicate,raw line 8751,removed
2uw3q8lcb647,*row*,drop_exact_duplicate,raw line 8756,removed
pulvnwev29tn,*row*,drop_exact_duplicate,raw line 8766,removed
m58rx7hybmnk,*row*,drop_exact_duplicate,raw line 8847,removed
ahhzdad0rq0o,*row*,drop_exact_duplicate,raw line 8867,removed
0de6jx5fneal,*row*,drop_exact_duplicate,raw line 8871,removed
5dm1lqdkrpub,*row*,drop_exact_duplicate,raw line 8926,removed
33krslf7satc,*row*,drop_exact_duplicate,raw line 8950,removed
a6ksahikuog7,*row*,drop_exact_duplicate,raw line 8970,removed
t7svznqlhki3,*row*,drop_exact_duplicate,raw line 8988,removed
plu20sdysg82,*row*,drop_exact_duplicate,raw line 8995,removed
h4y4ga3zahkl,*row*,drop_exact_duplicate,raw line 8998,removed
gmtgdye7rsr7,*row*,drop_exact_duplicate,raw line 9004,removed
0yclk7ulp6cr,*row*,drop_exact_duplicate,raw line 9029,removed
jf60ezzrnri7,*row*,drop_exact_duplicate,raw line 9058,removed
2l7wkn96k40j,*row*,drop_exact_duplicate,raw line 9077,removed
v5kmifyx72m7,*row*,drop_exact_duplicate,raw line 9084,removed
4akbppom5doj,*row*,drop_exact_duplicate,raw line 9114,removed
06rvkdi7ipfz,*row*,drop_exact_duplicate,raw line 9155,removed
t3e19r69aram,*row*,drop_exact_duplicate,raw line 9164,removed
dhdck67catfd,*row*,drop_exact_duplicate,raw line 9184,removed
njajacq4pqb8,*row*,drop_exact_duplicate,raw line 9190,removed
8sxb4i43uaou,*row*,drop_exact_duplicate,raw line 9234,removed
w4hr23fvlwn6,*row*,drop_exact_duplicate,raw line 9288,removed
1nx0rgpbamv3,*row*,drop_exact_duplicate,raw line 9364,removed
jq3ff3gvytrf,*row*,drop_exact_duplicate,raw line 9376,removed
6jbpb9fbakid,*row*,drop_exact_duplicate,raw line 9387,removed
eq7qktyp171l,*row*,drop_exact_duplicate,raw line 9392,removed
uh48gupbik4o,*row*,drop_exact_duplicate,raw line 9394,removed
3fyjkzr2ln3j,*row*,drop_exact_duplicate,raw line 9396,removed
7wmx9eqjjtxi,*row*,drop_exact_duplicate,raw line 9451,removed
2ggtb96fzuc3,*row*,drop_exact_duplicate,raw line 9454,removed
zdftyynyes67,*row*,drop_exact_duplicate,raw line 9468,removed
dt4a289vjpwc,*row*,drop_exact_duplicate,raw line 9490,removed
adixjjku4im7,*row*,drop_exact_duplicate,raw line 9548,removed
6eo74qvbg1fx,*row*,drop_exact_duplicate,raw line 9551,removed
yywmw4i8o2z1,*row*,drop_exact_duplicate,raw line 9589,removed
0jwozmpxf3bo,*row*,drop_exact_duplicate,raw line 9626,removed
x8zear385gwo,*row*,drop_exact_duplicate,raw line 9651,removed
a27qaeh1l5ss,*row*,drop_exact_duplicate,raw line 9660,removed
3ctkzzayvk2v,*row*,drop_exact_duplicate,raw line 9686,removed
fs72byco9olr,*row*,drop_exact_duplicate,raw line 9719,removed
w9l6q9l93rmv,*row*,drop_exact_duplicate,raw line 9724,removed
a3fgf9sspuqk,*row*,drop_exact_duplicate,raw line 9770,removed
1jd17bf99znx,*row*,drop_exact_duplicate,raw line 9797,removed
7ucqe5omdv03,*row*,drop_exact_duplicate,raw line 9814,removed
1ta7z3f4rgy6,*row*,drop_exact_duplicate,raw line 9842,removed
am8fodsgv86c,*row*,drop_exact_duplicate,raw line 9847,removed
3bj6zmt6mp0m,*row*,drop_exact_duplicate,raw line 9919,removed
bu5hj3a4ir50,*row*,drop_exact_duplicate,raw line 9942,removed
v15b0ixodwc0,*row*,drop_exact_duplicate,raw line 9970,removed
drfcne73krbb,*row*,drop_exact_duplicate,raw line 9987,removed
g3jviut4pkzn,*row*,drop_exact_duplicate,raw line 9991,removed
ni5fb1e93prs,*row*,drop_exact_duplicate,raw line 10030,removed
z8ywyyqki305,*row*,drop_exact_duplicate,raw line 10057,removed
pbf4ijp5jqam,*row*,drop_exact_duplicate,raw line 10093,removed
obqhlzki202y,*row*,drop_exact_duplicate,raw line 10106,removed
p5da1erh94cp,*row*,drop_exact_duplicate,raw line 10116,removed
l2th0mvz2fej,*row*,drop_exact_duplicate,raw line 10153,removed
am8fodsgv86c,*row*,drop_exact_duplicate,raw line 10156,removed
4yp1i27zur3d,*row*,drop_exact_duplicate,raw line 10160,removed
mwt5zko5l820,*row*,drop_exact_duplicate,raw line 10163,removed
x31c9qtye4jj,*row*,drop_exact_duplicate,raw line 10186,removed
dhlbnlvnnowv,*row*,drop_exact_duplicate,raw line 10214,removed
19pvgp6ymvh6,*row*,drop_exact_duplicate,raw line 10240,removed
wrtpgeafzq4s,*row*,drop_exact_duplicate,raw line 10263,removed
ajzrensvmuqq,*row*,drop_exact_duplicate,raw line 10279,removed
j4vlktz444px,*row*,drop_exact_duplicate,raw line 10293,removed
eb4b2u0lpqzn,*row*,drop_exact_duplicate,raw line 10298,removed
ew2qik9doewf,*row*,drop_exact_duplicate,raw line 10367,removed
u9ii7vq1mdkc,*row*,drop_exact_duplicate,raw line 10378,removed
phtxj1hjx01u,*row*,drop_exact_duplicate,raw line 10386,removed
88hcepxrklu6,*row*,drop_exact_duplicate,raw line 10408,removed
dtn8j2ln3d7a,*row*,drop_exact_duplicate,raw line 10462,removed
3s8tvk52mrrd,*row*,drop_exact_duplicate,raw line 10532,removed
w0eq9a1dbd20,*row*,drop_exact_duplicate,raw line 10543,removed
01jzjra6mmwc,*row*,drop_exact_duplicate,raw line 10548,removed
u8c1jla97jw6,*row*,drop_exact_duplicate,raw line 10567,removed
wze04sxx2upj,*row*,drop_exact_duplicate,raw line 10580,removed
1w1wrgzh4r6l,*row*,drop_exact_duplicate,raw line 10605,removed
zv2sgoqrbq38,*row*,drop_exact_duplicate,raw line 10607,removed
dtcvtz4c1qhs,*row*,drop_exact_duplicate,raw line 10610,removed
k95tlbye8a8a,*row*,drop_exact_duplicate,raw line 10630,removed
jeql931j7twz,*row*,drop_exact_duplicate,raw line 10633,removed
lwlmg8d4r2ek,*row*,drop_exact_duplicate,raw line 10639,removed
y0w7r2gg61q7,*row*,drop_exact_duplicate,raw line 10640,removed
fgl6bp91o1mw,*row*,drop_exact_duplicate,raw line 10658,removed
75pyl8202rpa,*row*,drop_exact_duplicate,raw line 10759,removed
hk0bext93dwa,*row*,drop_exact_duplicate,raw line 10830,removed
s30ir1mbmsv9,*row*,drop_exact_duplicate,raw line 10833,removed
suhs3unmqi9f,*row*,drop_exact_duplicate,raw line 10838,removed
3bj6zmt6mp0m,*row*,drop_exact_duplicate,raw line 10842,removed
g2r7aprsyjyk,*row*,drop_exact_duplicate,raw line 10852,removed
crwpq4kzur1i,*row*,drop_exact_duplicate,raw line 10943,removed
tnn7qk2fg1ye,*row*,drop_exact_duplicate,raw line 10947,removed
h1yn4843m1ta,*row*,drop_exact_duplicate,raw line 10952,removed
3gqk0d677csg,*row*,drop_exact_duplicate,raw line 10992,removed
g54pa5z8i0hk,*row*,drop_exact_duplicate,raw line 11004,removed
o2jhoe37352s,*row*,drop_exact_duplicate,raw line 11007,removed
d80th1nkqsqn,*row*,drop_exact_duplicate,raw line 11017,removed
y9ovq6zolnm9,*row*,drop_exact_duplicate,raw line 11033,removed
i3aev4al22n2,*row*,drop_exact_duplicate,raw line 11036,removed
utkzs6e0k0pe,*row*,drop_exact_duplicate,raw line 11061,removed
uvliu8yu7zoq,*row*,drop_exact_duplicate,raw line 11087,removed
bq39kqsph7l4,*row*,drop_exact_duplicate,raw line 11106,removed
e8ix2eleqke7,*row*,drop_exact_duplicate,raw line 11159,removed
vcx4pccxtll6,*row*,drop_exact_duplicate,raw line 11184,removed
taxxdsakmjkq,*row*,drop_exact_duplicate,raw line 11196,removed
lse5phvapwlq,*row*,drop_exact_duplicate,raw line 11233,removed
g851yw3yx3q3,*row*,drop_exact_duplicate,raw line 11239,removed
bf0akgbij79m,*row*,drop_exact_duplicate,raw line 11253,removed
8eep55kvjkub,*row*,drop_exact_duplicate,raw line 11260,removed
kynjjfh7pc6a,*row*,drop_exact_duplicate,raw line 11298,removed
2c04z0cq2cut,*row*,drop_exact_duplicate,raw line 11306,removed
6hr7prlkwyl2,*row*,drop_exact_duplicate,raw line 11308,removed
cdh0qxrvba23,*row*,drop_exact_duplicate,raw line 11309,removed
t914v8ui4tys,*row*,drop_exact_duplicate,raw line 11317,removed
1ghuw6cgqv9f,*row*,drop_exact_duplicate,raw line 11334,removed
03gqkhd2ebdg,*row*,drop_exact_duplicate,raw line 11350,removed
sux46ojbw0gj,*row*,drop_exact_duplicate,raw line 11358,removed
lilp6yzs8vp5,*row*,drop_exact_duplicate,raw line 11361,removed
29dd2pseltmx,*row*,drop_exact_duplicate,raw line 11395,removed
d8ftdjs34l36,*row*,drop_exact_duplicate,raw line 11403,removed
y1v6k9xz20fv,*row*,drop_exact_duplicate,raw line 11442,removed
g0lvz4f3kipc,*row*,drop_exact_duplicate,raw line 11477,removed
2sagis36khzl,*row*,drop_exact_duplicate,raw line 11488,removed
vf465lpkomuj,*row*,drop_exact_duplicate,raw line 11516,removed
esc8ugmgs0pw,*row*,drop_exact_duplicate,raw line 11527,removed
0x8w7br3q0a4,*row*,drop_exact_duplicate,raw line 11551,removed
yry0lvohvo08,*row*,drop_exact_duplicate,raw line 11565,removed
1otawwysj4gy,*row*,drop_exact_duplicate,raw line 11570,removed
dfjuykszr588,*row*,drop_exact_duplicate,raw line 11595,removed
qg7qdq68hfzm,*row*,drop_exact_duplicate,raw line 11599,removed
7h2uba61bhiq,*row*,drop_exact_duplicate,raw line 11635,removed
2itvr7s90wap,*row*,drop_exact_duplicate,raw line 11636,removed
oogcjvsymhr2,*row*,drop_exact_duplicate,raw line 11653,removed
21kqojz5m1t6,*row*,drop_exact_duplicate,raw line 11654,removed
hyltbneepnz5,*row*,drop_exact_duplicate,raw line 11660,removed
6i6be63aib6h,*row*,drop_exact_duplicate,raw line 11686,removed
cdsmtaf3j5bs,*row*,drop_exact_duplicate,raw line 11704,removed
mms97ndnc5qk,*row*,drop_exact_duplicate,raw line 11707,removed
8uaqot3499ui,*row*,drop_exact_duplicate,raw line 11731,removed
i9s1f6w752ne,*row*,drop_exact_duplicate,raw line 11733,removed
nlpc8ozpkd3u,*row*,drop_exact_duplicate,raw line 11746,removed
ewtbwhv2g5o4,*row*,drop_exact_duplicate,raw line 11766,removed
5xi2xsdvz9u9,*row*,drop_exact_duplicate,raw line 11778,removed
lda7pm2tvyce,*row*,drop_exact_duplicate,raw line 11811,removed
q02f43g6nclf,*row*,drop_exact_duplicate,raw line 11813,removed
yxigz5wcojbe,*row*,drop_exact_duplicate,raw line 11822,removed
3q9ijdkumenp,*row*,drop_exact_duplicate,raw line 11832,removed
wphzctsa1m2v,*row*,drop_exact_duplicate,raw line 11902,removed
nv4y4o6bl976,*row*,drop_exact_duplicate,raw line 11908,removed
uf85pav37jcu,*row*,drop_exact_duplicate,raw line 11916,removed
j0h58ped7x3k,*row*,drop_exact_duplicate,raw line 11944,removed
bb09raq4ahar,*row*,drop_exact_duplicate,raw line 11946,removed
urmhb3jvf461,*row*,drop_exact_duplicate,raw line 11949,removed
kx4yxovyx8x1,*row*,drop_exact_duplicate,raw line 12026,removed
yhdmbdwcsau9,*row*,drop_exact_duplicate,raw line 12069,removed
1cw8d1dmycy9,*row*,drop_exact_duplicate,raw line 12103,removed
gj6ekb3vubvz,*row*,drop_exact_duplicate,raw line 12115,removed
o8qy8vge82b8,*row*,drop_exact_duplicate,raw line 12128,removed
fuv6400siaox,*row*,drop_exact_duplicate,raw line 12147,removed
u7zfs5xnvoww,*row*,drop_exact_duplicate,raw line 12169,removed
2m3lfo8j020c,*row*,drop_exact_duplicate,raw line 12183,removed
c9kv3vohvs3k,*row*,drop_exact_duplicate,raw line 12184,removed
g076gm6luqnz,*row*,drop_exact_duplicate,raw line 12255,removed
0tbw1er888u3,*row*,drop_exact_duplicate,raw line 12263,removed
i8l7554oahlq,*row*,drop_exact_duplicate,raw line 12275,removed
pxfsng862y9s,*row*,drop_exact_duplicate,raw line 12279,removed
rww4omt1rad1,*row*,drop_exact_duplicate,raw line 12307,removed
f0rs8k7pbl6z,*row*,drop_exact_duplicate,raw line 12325,removed
ardli5je6cr2,*row*,drop_exact_duplicate,raw line 12329,removed
8ljh9k0rb1ue,*row*,drop_exact_duplicate,raw line 12330,removed
7f0wdauzbj89,timestamp,unix_epoch_to_utc_datetime,1722528840,2024-08-01 16:14:00
19ys654yi1if,timestamp,unix_epoch_to_utc_datetime,1719394663,2024-06-26 09:37:43
1coucvhys7md,timestamp,unix_epoch_to_utc_datetime,1736393335,2025-01-09 03:28:55
b2or5rj5mmlt,timestamp,unix_epoch_to_utc_datetime,1725467245,2024-09-04 16:27:25
4xtny5n4bf70,timestamp,unix_epoch_to_utc_datetime,1731343668,2024-11-11 16:47:48
k9tvoyfmg8az,timestamp,unix_epoch_to_utc_datetime,1740278648,2025-02-23 02:44:08
9nrn7caujskm,timestamp,unix_epoch_to_utc_datetime,1716471784,2024-05-23 13:43:04
hr3cuhgraltd,timestamp,unix_epoch_to_utc_datetime,1733293947,2024-12-04 06:32:27
ckz4ciuuw7c5,timestamp,unix_epoch_to_utc_datetime,1732652943,2024-11-26 20:29:03
0eupqhh38ego,timestamp,unix_epoch_to_utc_datetime,1742357104,2025-03-19 04:05:04
jhzjp26xujxh,timestamp,unix_epoch_to_utc_datetime,1715414900,2024-05-11 08:08:20
1fu318s17aoz,timestamp,unix_epoch_to_utc_datetime,1738355111,2025-01-31 20:25:11
d25e0a89eti4,timestamp,unix_epoch_to_utc_datetime,1715948731,2024-05-17 12:25:31
c5u8mgrr3zya,timestamp,unix_epoch_to_utc_datetime,1721440916,2024-07-20 02:01:56
juovcq3m427s,timestamp,unix_epoch_to_utc_datetime,1736206650,2025-01-06 23:37:30
xd96337v76wx,timestamp,unix_epoch_to_utc_datetime,1724353787,2024-08-22 19:09:47
7t82krstkktr,timestamp,unix_epoch_to_utc_datetime,1740322191,2025-02-23 14:49:51
s5rqx7wko7m1,timestamp,unix_epoch_to_utc_datetime,1734772958,2024-12-21 09:22:38
5nl6fyeu1uox,timestamp,unix_epoch_to_utc_datetime,1742825460,2025-03-24 14:11:00
2r1k9opcv2z7,timestamp,unix_epoch_to_utc_datetime,1743225159,2025-03-29 05:12:39
